Drug_ID	Target_ID	Y
ADEBGCBREGNKQR-UHFFFAOYSA-N	P61169	1
ADEIHMYSULIEAK-GOSISDBHSA-N	P41595	0
ADEIHMYSULIEAK-GOSISDBHSA-N	P50406	1
ADEIHMYSULIEAK-SFHVURJKSA-N	P41595	0
ADEIHMYSULIEAK-SFHVURJKSA-N	P50406	1
ADEPJPWGRSNLTK-UHFFFAOYSA-N	P35372	0
ADEPJPWGRSNLTK-UHFFFAOYSA-N	P41146	1
ADETWEPXXIGKFW-UHFFFAOYSA-N	P07550	0
ADETWEPXXIGKFW-UHFFFAOYSA-N	P14416	0
ADETWEPXXIGKFW-UHFFFAOYSA-N	P28221	0
ADETWEPXXIGKFW-UHFFFAOYSA-N	P28222	0
ADETWEPXXIGKFW-UHFFFAOYSA-N	P28223	1
ADETWEPXXIGKFW-UHFFFAOYSA-N	P28335	1
ADETWEPXXIGKFW-UHFFFAOYSA-N	P35368	0
ADETWEPXXIGKFW-UHFFFAOYSA-N	P35462	0
ADETWEPXXIGKFW-UHFFFAOYSA-N	P41595	1
ADETWEPXXIGKFW-UHFFFAOYSA-N	P50406	0
ADETWEPXXIGKFW-UHFFFAOYSA-N	Q96LB2	0
ADGBJGBZINGZOT-DUQWPARQSA-N	P33533	0
ADGBJGBZINGZOT-DUQWPARQSA-N	P33535	1
ADGBJGBZINGZOT-DUQWPARQSA-N	P35372	1
ADGBJGBZINGZOT-DUQWPARQSA-N	P41144	0
ADGBJGBZINGZOT-DUQWPARQSA-N	P41145	0
ADGCARVTPQCUGH-UHFFFAOYSA-N	P08908	1
ADGCARVTPQCUGH-UHFFFAOYSA-N	P19327	1
ADGCARVTPQCUGH-UHFFFAOYSA-N	P61169	0
ADGVNKJNHPHUCL-UHFFFAOYSA-N	O70526	1
ADGVNKJNHPHUCL-UHFFFAOYSA-N	P30411	0
ADHPIOBOQMGIPQ-UHFFFAOYSA-N	P0DMS8	1
ADHPIOBOQMGIPQ-UHFFFAOYSA-N	P29274	0
ADHPIOBOQMGIPQ-UHFFFAOYSA-N	P30542	0
ADIJBPCRNOKJLE-FQEVSTJZSA-N	P21453	1
ADIJBPCRNOKJLE-FQEVSTJZSA-N	Q99500	0
ADIPPIRPTZGATB-WPHLCDRXSA-N	P25929	0
ADIPPIRPTZGATB-WPHLCDRXSA-N	P49146	1
ADKWUFCPMCLUKI-UHFFFAOYSA-N	P24530	0
ADKWUFCPMCLUKI-UHFFFAOYSA-N	P25101	1
ADLYXAHODXNVQT-UHFFFAOYSA-N	P08913	0
ADLYXAHODXNVQT-UHFFFAOYSA-N	P14416	0
ADLYXAHODXNVQT-UHFFFAOYSA-N	P21728	1
ADLYXAHODXNVQT-UHFFFAOYSA-N	P21917	0
ADLYXAHODXNVQT-UHFFFAOYSA-N	P21918	1
ADLYXAHODXNVQT-UHFFFAOYSA-N	P28223	1
ADMREWYBXXZUMI-UHFFFAOYSA-N	O43613	0
ADMREWYBXXZUMI-UHFFFAOYSA-N	O43614	1
ADNNPVPDDDEXAN-UHFFFAOYSA-N	P21554	1
ADNNPVPDDDEXAN-UHFFFAOYSA-N	P34972	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P14600	1
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P16177	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P16610	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P21452	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P25103	1
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P29371	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P30098	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P30547	1
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P47937	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	P51144	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	Q64077	0
ADNPLDHMAVUMIW-CUZNLEPHSA-N	Q96LB1	0
ADNPLDHMAVUMIW-UHFFFAOYSA-N	P21452	0
ADNPLDHMAVUMIW-UHFFFAOYSA-N	P25103	1
ADNPLDHMAVUMIW-UHFFFAOYSA-N	P29371	0
ADNPLDHMAVUMIW-UHFFFAOYSA-N	P30547	1
ADOGGHZNEGBRNB-UHFFFAOYSA-N	P08908	0
ADOGGHZNEGBRNB-UHFFFAOYSA-N	P28221	1
ADOGGHZNEGBRNB-UHFFFAOYSA-N	P28335	0
ADOGGHZNEGBRNB-UHFFFAOYSA-N	P34969	1
ADOGGHZNEGBRNB-UHFFFAOYSA-N	P47898	1
ADOSOODASHKBNS-UHFFFAOYSA-N	Q9EPX4	0
ADOSOODASHKBNS-UHFFFAOYSA-N	Q9H244	1
ADOUHIKUSVYGDB-UMSFTDKQSA-N	P07550	0
ADOUHIKUSVYGDB-UMSFTDKQSA-N	P08588	0
ADOUHIKUSVYGDB-UMSFTDKQSA-N	P13945	1
ADPGWZRMOCDDKN-UHFFFAOYSA-N	Q9JI35	0
ADPGWZRMOCDDKN-UHFFFAOYSA-N	Q9QYN8	1
ADPQCWUGLGBPRO-ISCRSJHHSA-N	P14600	1
ADPQCWUGLGBPRO-ISCRSJHHSA-N	P25103	1
ADPQCWUGLGBPRO-ISCRSJHHSA-N	P33535	0
ADPQCWUGLGBPRO-ISCRSJHHSA-N	P41143	1
ADSQCTGZHJXUFN-UHFFFAOYSA-N	P08908	1
ADSQCTGZHJXUFN-UHFFFAOYSA-N	P25100	1
ADSQCTGZHJXUFN-UHFFFAOYSA-N	P35348	1
ADSQCTGZHJXUFN-UHFFFAOYSA-N	P35368	0
ADSVKUMNMQPBKC-LAUBAEHRSA-N	P35408	1
ADSVKUMNMQPBKC-LAUBAEHRSA-N	P43114	1
ADSVKUMNMQPBKC-LAUBAEHRSA-N	P43116	0
ADTNRWZCOMTXFC-UHFFFAOYSA-N	P34972	0
ADTNRWZCOMTXFC-UHFFFAOYSA-N	Q9QZN9	1
ADUIJXDMGJPFBW-CKXMCULTSA-N	P29274	1
ADUIJXDMGJPFBW-CKXMCULTSA-N	P47745	0
ADUMYZLFDDEFPS-UHFFFAOYSA-N	P29274	1
ADUMYZLFDDEFPS-UHFFFAOYSA-N	P30542	0
ADUMYZLFDDEFPS-UHFFFAOYSA-N	P30543	0
ADURWEGLCHCIQH-WLHGVMLRSA-N	P08908	1
ADURWEGLCHCIQH-WLHGVMLRSA-N	P61169	0
ADUUVPPWHWVJFK-UHFFFAOYSA-N	P14416	1
ADUUVPPWHWVJFK-UHFFFAOYSA-N	P21917	0
ADUUVPPWHWVJFK-UHFFFAOYSA-N	P35462	1
ADUYXHYSTCIMEO-UHFFFAOYSA-N	P14416	0
ADUYXHYSTCIMEO-UHFFFAOYSA-N	P21917	1
ADUYXHYSTCIMEO-UHFFFAOYSA-N	P34969	0
ADUYXHYSTCIMEO-UHFFFAOYSA-N	P35367	0
ADUYXHYSTCIMEO-UHFFFAOYSA-N	P35462	1
ADUYXHYSTCIMEO-UHFFFAOYSA-N	P41595	1
ADWCVCJMIQYGTM-UHFFFAOYSA-N	P08908	0
ADWCVCJMIQYGTM-UHFFFAOYSA-N	P14416	0
ADWCVCJMIQYGTM-UHFFFAOYSA-N	P34969	1
ADWCVCJMIQYGTM-UHFFFAOYSA-N	P50406	0
ADXFJIYJEFFOSY-UHFFFAOYSA-N	P21452	1
ADXFJIYJEFFOSY-UHFFFAOYSA-N	P25103	0
ADXFJIYJEFFOSY-UHFFFAOYSA-N	P29371	0
ADXFJIYJEFFOSY-UHFFFAOYSA-N	P51681	0
ADYHBZJCWPIGJS-AUBWUTKTSA-N	P30551	0
ADYHBZJCWPIGJS-AUBWUTKTSA-N	P56481	1
ADYPXRFPBQGGAH-PCAWATMZSA-N	P35363	1
ADYPXRFPBQGGAH-PCAWATMZSA-N	P35372	0
ADYWDZJRWKEHMW-UHFFFAOYSA-N	P33533	1
ADYWDZJRWKEHMW-UHFFFAOYSA-N	P33535	0
ADYWDZJRWKEHMW-UHFFFAOYSA-N	P41143	0
ADYWDZJRWKEHMW-UHFFFAOYSA-N	P41144	0
ADYWDZJRWKEHMW-UHFFFAOYSA-N	P41145	0
ADYXBCBUZBBOEQ-UHFFFAOYSA-N	P08908	0
ADYXBCBUZBBOEQ-UHFFFAOYSA-N	P34969	1
ADZOFZRDWPGJCH-UHFFFAOYSA-N	P28223	1
ADZOFZRDWPGJCH-UHFFFAOYSA-N	P28335	0
ADZSGFZICHOKOJ-UHFFFAOYSA-N	P30547	1
ADZSGFZICHOKOJ-UHFFFAOYSA-N	P35367	0
AEALFDTWOAFNEO-VWLOTQADSA-N	P07550	1
AEALFDTWOAFNEO-VWLOTQADSA-N	P08588	0
AEALFDTWOAFNEO-VWLOTQADSA-N	P13945	0
AECNWVFAWBLCAX-UHFFFAOYSA-N	P25021	1
AECNWVFAWBLCAX-UHFFFAOYSA-N	P35367	0
AECNWVFAWBLCAX-UHFFFAOYSA-N	P47747	0
AECUHGGFVKDBMH-UHFFFAOYSA-N	P14416	0
AECUHGGFVKDBMH-UHFFFAOYSA-N	P19020	0
AECUHGGFVKDBMH-UHFFFAOYSA-N	P21917	1
AEDZVHIKLJEHDR-OUIFVKKZSA-N	P24530	0
AEDZVHIKLJEHDR-OUIFVKKZSA-N	P25101	1
AEDZVHIKLJEHDR-OUIFVKKZSA-N	P26684	1
AEDZVHIKLJEHDR-OUIFVKKZSA-N	P35463	0
AEFDXRNFDYCLFW-UHFFFAOYSA-N	P08908	0
AEFDXRNFDYCLFW-UHFFFAOYSA-N	P28221	0
AEFDXRNFDYCLFW-UHFFFAOYSA-N	P28222	0
AEFDXRNFDYCLFW-UHFFFAOYSA-N	P28335	0
AEFDXRNFDYCLFW-UHFFFAOYSA-N	P34969	0
AEFDXRNFDYCLFW-UHFFFAOYSA-N	P41595	0
AEFDXRNFDYCLFW-UHFFFAOYSA-N	P50406	1
AEFXZQBYWHGBOY-YDFGWWAZSA-N	Q9HBW0	0
AEFXZQBYWHGBOY-YDFGWWAZSA-N	Q9UBY5	1
AEGGQHBFSYNDCU-UHFFFAOYSA-N	P0DMS8	0
AEGGQHBFSYNDCU-UHFFFAOYSA-N	P25099	0
AEGGQHBFSYNDCU-UHFFFAOYSA-N	P29275	1
AEGGQHBFSYNDCU-UHFFFAOYSA-N	P30543	0
AEGZZSHIIWIBBQ-UKILVPOCSA-N	O43613	0
AEGZZSHIIWIBBQ-UKILVPOCSA-N	O43614	1
AEHHITPXKWKWPS-WLHGVMLRSA-N	P14416	0
AEHHITPXKWKWPS-WLHGVMLRSA-N	P21917	1
AEIDDRZWBROWDG-WIYYLYMNSA-N	O43613	1
AEIDDRZWBROWDG-WIYYLYMNSA-N	O43614	0
AEIDXTHWUACBSH-UHFFFAOYSA-N	P35372	0
AEIDXTHWUACBSH-UHFFFAOYSA-N	P41143	1
AEINVRKYWDZAKS-UZUQRXQVSA-N	O95977	0
AEINVRKYWDZAKS-UZUQRXQVSA-N	P21453	1
AEINVRKYWDZAKS-UZUQRXQVSA-N	Q99500	0
AEINVRKYWDZAKS-UZUQRXQVSA-N	Q9H228	1
AEIRXXZCCCQMDL-UHFFFAOYSA-N	P21554	1
AEIRXXZCCCQMDL-UHFFFAOYSA-N	P34972	0
AEISDSYQXOEKFX-UHFFFAOYSA-N	P07550	0
AEISDSYQXOEKFX-UHFFFAOYSA-N	P08588	1
AEISDSYQXOEKFX-UHFFFAOYSA-N	P13945	0
AEJOEPSMZCEYJN-HXUWFJFHSA-N	P33534	1
AEJOEPSMZCEYJN-HXUWFJFHSA-N	P35372	1
AEJOEPSMZCEYJN-HXUWFJFHSA-N	P41143	1
AEJOEPSMZCEYJN-HXUWFJFHSA-N	P41144	1
AEJOEPSMZCEYJN-HXUWFJFHSA-N	P41145	1
AEJOEPSMZCEYJN-HXUWFJFHSA-N	Q9UKP6	0
AEKGFWYAAMLPJX-NHDTUFRESA-N	P33533	0
AEKGFWYAAMLPJX-NHDTUFRESA-N	P33535	1
AEKOYIYPZKHXPB-AWEZNQCLSA-N	P21554	0
AEKOYIYPZKHXPB-AWEZNQCLSA-N	P34972	1
AELPHXGUKIVCSY-UHFFFAOYSA-N	P28223	1
AELPHXGUKIVCSY-UHFFFAOYSA-N	P28335	1
AELPHXGUKIVCSY-UHFFFAOYSA-N	P41595	0
AELSDQALOKPCDU-UHFFFAOYSA-N	P29274	1
AELSDQALOKPCDU-UHFFFAOYSA-N	P30542	0
AELXUYMSGIUIDF-UHFFFAOYSA-N	P0DMS8	0
AELXUYMSGIUIDF-UHFFFAOYSA-N	P29274	1
AELZTFHFDZRLAS-UHFFFAOYSA-N	P21554	0
AELZTFHFDZRLAS-UHFFFAOYSA-N	P34972	1
AEMPUGZDRBBCME-IBGZPJMESA-N	P08908	1
AEMPUGZDRBBCME-IBGZPJMESA-N	P34969	0
AEOBYHAZFRJFPZ-QFIPXVFZSA-N	P30968	1
AEOBYHAZFRJFPZ-QFIPXVFZSA-N	P30969	0
AEOCPQUDPJKEQV-NNBIHLJJSA-N	P0DMS8	0
AEOCPQUDPJKEQV-NNBIHLJJSA-N	P29274	0
AEOCPQUDPJKEQV-NNBIHLJJSA-N	P30542	1
AEOGLLVOAZPJGA-UHFFFAOYSA-N	P08482	1
AEOGLLVOAZPJGA-UHFFFAOYSA-N	P08483	0
AEOGLLVOAZPJGA-UHFFFAOYSA-N	P10980	1
AERBGYMOICIFRM-MRXNPFEDSA-N	P14416	0
AERBGYMOICIFRM-MRXNPFEDSA-N	P18901	0
AERBGYMOICIFRM-MRXNPFEDSA-N	P19327	1
AERLHOTUXIJQFV-UHFFFAOYSA-N	P19327	1
AERLHOTUXIJQFV-UHFFFAOYSA-N	P61169	0
AERPGOZLUPBGBA-UHFFFAOYSA-N	O43613	1
AERPGOZLUPBGBA-UHFFFAOYSA-N	O43614	0
AERVIDMZGBOLAP-PZGKNFOESA-N	P0DMS8	1
AERVIDMZGBOLAP-PZGKNFOESA-N	P29274	0
AERVIDMZGBOLAP-PZGKNFOESA-N	P30542	0
AERWLNZHDGJKMO-MRXNPFEDSA-N	P14416	0
AERWLNZHDGJKMO-MRXNPFEDSA-N	P19327	1
AERWLNZHDGJKMO-MRXNPFEDSA-N	P21917	0
AERWLNZHDGJKMO-MRXNPFEDSA-N	P35462	1
AERWLNZHDGJKMO-MRXNPFEDSA-N	P61169	1
AESATWJIMVTHFR-UHFFFAOYSA-N	P41143	0
AESATWJIMVTHFR-UHFFFAOYSA-N	P41144	1
AESATWJIMVTHFR-UHFFFAOYSA-N	P41145	1
AESHNCRRLLSPTG-UHFFFAOYSA-N	P0DMS8	1
AESHNCRRLLSPTG-UHFFFAOYSA-N	P30542	0
AEUDDHALUDWNEZ-UHFFFAOYSA-N	P14416	0
AEUDDHALUDWNEZ-UHFFFAOYSA-N	P35462	1
AEULVFLPCJOBCE-UHFFFAOYSA-N	P25099	0
AEULVFLPCJOBCE-UHFFFAOYSA-N	P29274	1
AEULVFLPCJOBCE-UHFFFAOYSA-N	P30542	0
AEULVFLPCJOBCE-UHFFFAOYSA-N	P30543	1
AEUSAZUUXLNHOA-UHFFFAOYSA-N	P35372	0
AEUSAZUUXLNHOA-UHFFFAOYSA-N	P41143	0
AEUSAZUUXLNHOA-UHFFFAOYSA-N	P41145	0
AEUSAZUUXLNHOA-UHFFFAOYSA-N	P41146	1
AEVGFNXLWBWXCW-UHFFFAOYSA-N	P0DMS8	1
AEVGFNXLWBWXCW-UHFFFAOYSA-N	P29274	0
AEWAZTNRDIPNJI-FQEVSTJZSA-N	P21453	1
AEWAZTNRDIPNJI-FQEVSTJZSA-N	Q99500	0
AEWCNAURTILZJX-YIBKTFNBSA-N	P33535	0
AEWCNAURTILZJX-YIBKTFNBSA-N	P41143	1
AEWIKTWIKIWVNJ-UHFFFAOYSA-N	P08913	1
AEWIKTWIKIWVNJ-UHFFFAOYSA-N	P18825	0
AEWIKTWIKIWVNJ-UHFFFAOYSA-N	P19328	0
AEXFOTSQBUVBKJ-PGRDOPGGSA-N	P14416	0
AEXFOTSQBUVBKJ-PGRDOPGGSA-N	P35462	1
AEZCRBIFPKXUGD-BJKOFHAPSA-N	P32245	1
AEZCRBIFPKXUGD-BJKOFHAPSA-N	P33032	0
AEZCRBIFPKXUGD-BJKOFHAPSA-N	P41968	0
AEZJZQUQSSELMO-UHFFFAOYSA-N	P21554	1
AEZJZQUQSSELMO-UHFFFAOYSA-N	P34972	0
AFACMZRKVDGTKP-UHFFFAOYSA-N	P28221	0
AFACMZRKVDGTKP-UHFFFAOYSA-N	P28222	1
AFAITHRNRONGKR-UHFFFAOYSA-N	P30968	1
AFAITHRNRONGKR-UHFFFAOYSA-N	P30969	0
AFAMBAJIJMXZRP-MVZZTEKNSA-N	P32245	1
AFAMBAJIJMXZRP-MVZZTEKNSA-N	Q01726	0
AFAZXESEAHMGAC-BMSWWXRLSA-N	P08172	0
AFAZXESEAHMGAC-BMSWWXRLSA-N	P08173	0
AFAZXESEAHMGAC-BMSWWXRLSA-N	P08912	0
AFAZXESEAHMGAC-BMSWWXRLSA-N	P11229	0
AFAZXESEAHMGAC-BMSWWXRLSA-N	P20309	1
AFCASZXVWNVMJE-QFIPXVFZSA-N	P30551	0
AFCASZXVWNVMJE-QFIPXVFZSA-N	P32239	1
AFCKSHLXPSBSGE-UHFFFAOYSA-N	Q923Y8	0
AFCKSHLXPSBSGE-UHFFFAOYSA-N	Q923Y9	1
AFDZAPUKPRXNJZ-UHFFFAOYSA-N	P29274	0
AFDZAPUKPRXNJZ-UHFFFAOYSA-N	P29275	0
AFDZAPUKPRXNJZ-UHFFFAOYSA-N	P30542	1
AFECYHQHVIVPNI-UHFFFAOYSA-N	P14416	1
AFECYHQHVIVPNI-UHFFFAOYSA-N	P21731	0
AFEMXVRMEKINAU-CQSZACIVSA-N	Q9QYN8	0
AFEMXVRMEKINAU-CQSZACIVSA-N	Q9Y5N1	1
AFEYCZJMYZYJSC-ZJGIAAPESA-N	P24530	0
AFEYCZJMYZYJSC-ZJGIAAPESA-N	P26684	1
AFEYCZJMYZYJSC-ZJGIAAPESA-N	P35463	0
AFFFFAKSZDJOQN-UHFFFAOYSA-N	Q13258	0
AFFFFAKSZDJOQN-UHFFFAOYSA-N	Q9Y5Y4	1
AFHXIAFLVQWNGJ-UHFFFAOYSA-N	P29274	0
AFHXIAFLVQWNGJ-UHFFFAOYSA-N	P29275	1
AFJNCGQVDPTGRN-UHFFFAOYSA-N	P29274	1
AFJNCGQVDPTGRN-UHFFFAOYSA-N	P30542	0
AFJZCPCUPUMAIA-UHFFFAOYSA-N	P19327	0
AFJZCPCUPUMAIA-UHFFFAOYSA-N	P20288	1
AFJZCPCUPUMAIA-UHFFFAOYSA-N	Q28838	0
AFJZCPCUPUMAIA-UHFFFAOYSA-N	Q75Z89	0
AFKAKAHYZGKTTI-UHFFFAOYSA-N	P32238	1
AFKAKAHYZGKTTI-UHFFFAOYSA-N	P32239	0
AFKIJCJUVRTHPD-UHFFFAOYSA-N	P0DMS8	0
AFKIJCJUVRTHPD-UHFFFAOYSA-N	P29274	1
AFKIJCJUVRTHPD-UHFFFAOYSA-N	P29275	0
AFKIJCJUVRTHPD-UHFFFAOYSA-N	P30542	0
AFKRYMMWFODFAD-CSKARUKUSA-N	P14416	0
AFKRYMMWFODFAD-CSKARUKUSA-N	P35462	1
AFNPYEOPZAKLQY-NBVRZTHBSA-N	O70526	1
AFNPYEOPZAKLQY-NBVRZTHBSA-N	P30411	0
AFNQSRYIQUAMNM-UHFFFAOYSA-N	O08892	1
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P08908	1
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P28221	1
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P28222	1
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P28223	0
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P28335	0
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P41595	1
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P50406	0
AFNQSRYIQUAMNM-UHFFFAOYSA-N	P79400	1
AFNUABBHQNAIDY-FQEVSTJZSA-N	P21453	1
AFNUABBHQNAIDY-FQEVSTJZSA-N	Q99500	0
AFOFVIBWSLOHFR-GOOCMWNKSA-N	O70528	1
AFOFVIBWSLOHFR-GOOCMWNKSA-N	P32305	0
AFOFVIBWSLOHFR-GOOCMWNKSA-N	P97288	1
AFOFVIBWSLOHFR-GOOCMWNKSA-N	Q13639	1
AFOGLDDNZFXNPQ-UHFFFAOYSA-N	P35363	1
AFOGLDDNZFXNPQ-UHFFFAOYSA-N	P35372	0
AFOOOKGSRGDTCL-HXUWFJFHSA-N	P29274	1
AFOOOKGSRGDTCL-HXUWFJFHSA-N	P30542	0
AFOQZUNUKPCIHO-UHFFFAOYSA-N	P34976	1
AFOQZUNUKPCIHO-UHFFFAOYSA-N	P35351	0
AFPYVDIMHNINIS-UHFFFAOYSA-N	O95136	0
AFPYVDIMHNINIS-UHFFFAOYSA-N	O95977	0
AFPYVDIMHNINIS-UHFFFAOYSA-N	P21453	1
AFPYVDIMHNINIS-UHFFFAOYSA-N	Q99500	1
AFQNQMQRHXUWTJ-UHFFFAOYSA-N	P46092	1
AFQNQMQRHXUWTJ-UHFFFAOYSA-N	Q9JL21	0
AFRRMVBYOMNLHN-UHFFFAOYSA-N	P08913	0
AFRRMVBYOMNLHN-UHFFFAOYSA-N	P18089	0
AFRRMVBYOMNLHN-UHFFFAOYSA-N	P18825	1
AFSAFTCCDILSKS-AKEJJZJZSA-N	P32300	1
AFSAFTCCDILSKS-AKEJJZJZSA-N	P42866	0
AFSMIXILBLVITN-MSOLQXFVSA-N	O43613	0
AFSMIXILBLVITN-MSOLQXFVSA-N	O43614	1
AFSNHUCXKASIMR-UHFFFAOYSA-N	P0DMS8	1
AFSNHUCXKASIMR-UHFFFAOYSA-N	P29274	1
AFSNHUCXKASIMR-UHFFFAOYSA-N	P29275	0
AFSNHUCXKASIMR-UHFFFAOYSA-N	P30542	0
AFSSAOBKLVREBP-OAHLLOKOSA-N	P19020	1
AFSSAOBKLVREBP-OAHLLOKOSA-N	P61169	0
AFTHUEYDCBUGFM-UHFFFAOYSA-N	P41143	0
AFTHUEYDCBUGFM-UHFFFAOYSA-N	P41144	1
AFTHUEYDCBUGFM-UHFFFAOYSA-N	P79350	1
AFTIZGHFDCOQFS-UHFFFAOYSA-N	P08909	1
AFTIZGHFDCOQFS-UHFFFAOYSA-N	P14842	0
AFTLSANLJDCKNX-UHFFFAOYSA-N	P25021	1
AFTLSANLJDCKNX-UHFFFAOYSA-N	P35367	0
AFTLSANLJDCKNX-UHFFFAOYSA-N	P47747	0
AFTMDSQMJPSVNL-UHFFFAOYSA-N	P14416	0
AFTMDSQMJPSVNL-UHFFFAOYSA-N	P21917	0
AFTMDSQMJPSVNL-UHFFFAOYSA-N	P35462	1
AFTOYBSNHFSKRV-KSTJSZMBSA-N	P33533	1
AFTOYBSNHFSKRV-KSTJSZMBSA-N	P33535	0
AFTOYBSNHFSKRV-YRCZKMHPSA-N	P33533	1
AFTOYBSNHFSKRV-YRCZKMHPSA-N	P33535	0
AFUDWLGGLABPSJ-FSRHSHDFSA-N	P19327	1
AFUDWLGGLABPSJ-FSRHSHDFSA-N	P25100	1
AFUDWLGGLABPSJ-FSRHSHDFSA-N	P35348	1
AFUDWLGGLABPSJ-FSRHSHDFSA-N	P35368	0
AFUIBDRITZEBAF-UHFFFAOYSA-N	P19327	0
AFUIBDRITZEBAF-UHFFFAOYSA-N	P35462	1
AFUIBDRITZEBAF-UHFFFAOYSA-N	P61169	0
AFUJBRCTPIZSNN-UHFFFAOYSA-N	P0DMS8	0
AFUJBRCTPIZSNN-UHFFFAOYSA-N	P29274	1
AFUJBRCTPIZSNN-UHFFFAOYSA-N	P30542	0
AFWBYMXUEMOBRP-UHFFFAOYSA-N	P21554	0
AFWBYMXUEMOBRP-UHFFFAOYSA-N	P34972	1
AFWLIBPUJKVHTI-UHFFFAOYSA-N	P08908	0
AFWLIBPUJKVHTI-UHFFFAOYSA-N	P28221	1
AFWLIBPUJKVHTI-UHFFFAOYSA-N	P28222	0
AFWQDDUMQAQVSC-UHFFFAOYSA-N	P08913	0
AFWQDDUMQAQVSC-UHFFFAOYSA-N	P18089	0
AFWQDDUMQAQVSC-UHFFFAOYSA-N	P18825	1
AFWWJMMDFGQPEJ-FRINSPPISA-N	P35463	0
AFWWJMMDFGQPEJ-FRINSPPISA-N	Q29010	1
AFXYKJQZGOIMFM-VNEALKQTSA-N	P0DMS8	1
AFXYKJQZGOIMFM-VNEALKQTSA-N	P28647	1
AFXYKJQZGOIMFM-VNEALKQTSA-N	P29274	0
AFXYKJQZGOIMFM-VNEALKQTSA-N	P30542	0
AFYFGCAEDGKSJG-UHFFFAOYSA-N	P14416	0
AFYFGCAEDGKSJG-UHFFFAOYSA-N	P35462	1
AFYKQUVNHCGGNK-UHFFFAOYSA-N	P14842	1
AFYKQUVNHCGGNK-UHFFFAOYSA-N	P18901	0
AFYKQUVNHCGGNK-UHFFFAOYSA-N	P28335	0
AFYKQUVNHCGGNK-UHFFFAOYSA-N	P61169	0
AFYTUNVHZHRXLZ-TXEJJXNPSA-N	Q9H3N8	1
AFYTUNVHZHRXLZ-TXEJJXNPSA-N	Q9Y5N1	0
AFZSZVWTPJVSMZ-UHFFFAOYSA-N	P24530	0
AFZSZVWTPJVSMZ-UHFFFAOYSA-N	P25101	1
AGAFBABVKPULNQ-FQEVSTJZSA-N	O43613	0
AGAFBABVKPULNQ-FQEVSTJZSA-N	O43614	1
AGAHNABIDCTLHW-UHFFFAOYSA-N	P14416	1
AGAHNABIDCTLHW-UHFFFAOYSA-N	P20288	1
AGAHNABIDCTLHW-UHFFFAOYSA-N	P21917	1
AGAHNABIDCTLHW-UHFFFAOYSA-N	P35462	1
AGAHNABIDCTLHW-UHFFFAOYSA-N	P61169	0
AGAHNABIDCTLHW-UHFFFAOYSA-N	Q95136	0
AGAQXKAFDAOXKW-FSYRHIKOSA-N	P35372	1
AGAQXKAFDAOXKW-FSYRHIKOSA-N	P41143	0
AGAQXKAFDAOXKW-FSYRHIKOSA-N	P42866	1
AGAQXKAFDAOXKW-GLWIQRGKSA-N	P35372	1
AGAQXKAFDAOXKW-GLWIQRGKSA-N	P41143	0
AGAQXKAFDAOXKW-GLWIQRGKSA-N	P42866	1
AGBJVABYWAWOKN-FGZHOGPDSA-N	P32239	1
AGBJVABYWAWOKN-FGZHOGPDSA-N	Q63931	0
AGBXAMCFFKILCD-UHFFFAOYSA-N	O43613	1
AGBXAMCFFKILCD-UHFFFAOYSA-N	O43614	0
AGCJNWSEWOWGRS-DDDALXFXSA-N	P0DMS8	1
AGCJNWSEWOWGRS-DDDALXFXSA-N	P25099	1
AGCJNWSEWOWGRS-DDDALXFXSA-N	P28647	1
AGCJNWSEWOWGRS-DDDALXFXSA-N	P29274	0
AGCJNWSEWOWGRS-DDDALXFXSA-N	P29275	0
AGCJNWSEWOWGRS-DDDALXFXSA-N	P30542	0
AGCJNWSEWOWGRS-DDDALXFXSA-N	P30543	0
AGCJNWSEWOWGRS-DDDALXFXSA-N	Q60612	1
AGCJNWSEWOWGRS-DDDALXFXSA-N	Q60613	0
AGCJNWSEWOWGRS-DDDALXFXSA-N	Q61618	1
AGDOTHDBWYNHAX-UHFFFAOYSA-N	P28223	1
AGDOTHDBWYNHAX-UHFFFAOYSA-N	P28335	0
AGDOTHDBWYNHAX-UHFFFAOYSA-N	P34969	1
AGDRDTDMBKFWKW-BSPHMWTBSA-N	P43116	1
AGDRDTDMBKFWKW-BSPHMWTBSA-N	P43119	0
AGEXLZJKWUQKHA-UHFFFAOYSA-N	P28335	0
